,id_10_8_RGB_mock_frame_00_00_11.png,id_10_8_RGB_mock_frame_00_00_11.png,id_11_8_RGB_mock_frame_00_00_11.png,id_11_8_RGB_mock_frame_00_00_11.png,id_12_8_RGB_mock_frame_00_00_11.png,id_12_8_RGB_mock_frame_00_00_11.png,id_13_8_RGB_mock_frame_00_00_11.png,id_13_8_RGB_mock_frame_00_00_11.png,id_14_8_RGB_mock_frame_00_00_11.png,id_14_8_RGB_mock_frame_00_00_11.png,id_15_8_RGB_mock_frame_00_00_11.png,id_15_8_RGB_mock_frame_00_00_11.png,id_1_8_RGB_mock_frame_00_00_11.png,id_1_8_RGB_mock_frame_00_00_11.png,id_2_8_RGB_mock_frame_00_00_11.png,id_2_8_RGB_mock_frame_00_00_11.png,id_3_8_RGB_mock_frame_00_00_11.png,id_3_8_RGB_mock_frame_00_00_11.png,id_46_12_RGB_mock_frame_00_00_11.png,id_46_12_RGB_mock_frame_00_00_11.png,id_47_12_RGB_mock_frame_00_00_11.png,id_47_12_RGB_mock_frame_00_00_11.png,id_48_12_RGB_mock_frame_00_00_11.png,id_48_12_RGB_mock_frame_00_00_11.png,id_49_12_RGB_mock_frame_00_00_11.png,id_49_12_RGB_mock_frame_00_00_11.png,id_4_8_RGB_mock_frame_00_00_11.png,id_4_8_RGB_mock_frame_00_00_11.png,id_50_12_RGB_mock_frame_00_00_11.png,id_50_12_RGB_mock_frame_00_00_11.png,id_51_12_RGB_mock_frame_00_00_11.png,id_51_12_RGB_mock_frame_00_00_11.png,id_52_12_RGB_mock_frame_00_00_11.png,id_52_12_RGB_mock_frame_00_00_11.png,id_53_12_RGB_mock_frame_00_00_11.png,id_53_12_RGB_mock_frame_00_00_11.png,id_54_12_RGB_mock_frame_00_00_11.png,id_54_12_RGB_mock_frame_00_00_11.png,id_55_12_RGB_mock_frame_00_00_11.png,id_55_12_RGB_mock_frame_00_00_11.png,id_56_12_RGB_mock_frame_00_00_11.png,id_56_12_RGB_mock_frame_00_00_11.png,id_57_12_RGB_mock_frame_00_00_11.png,id_57_12_RGB_mock_frame_00_00_11.png,id_58_12_RGB_mock_frame_00_00_11.png,id_58_12_RGB_mock_frame_00_00_11.png,id_59_12_RGB_mock_frame_00_00_11.png,id_59_12_RGB_mock_frame_00_00_11.png,id_5_8_RGB_mock_frame_00_00_11.png,id_5_8_RGB_mock_frame_00_00_11.png,id_60_12_RGB_mock_frame_00_00_11.png,id_60_12_RGB_mock_frame_00_00_11.png,id_6_8_RGB_mock_frame_00_00_11.png,id_6_8_RGB_mock_frame_00_00_11.png,id_7_8_RGB_mock_frame_00_00_11.png,id_7_8_RGB_mock_frame_00_00_11.png,id_8_8_RGB_mock_frame_00_00_11.png,id_8_8_RGB_mock_frame_00_00_11.png,id_9_8_RGB_mock_frame_00_00_11.png,id_9_8_RGB_mock_frame_00_00_11.png
id_15_8_RGB_mock_frame_00_00_01.png,0.6275866,0.6275866,0.66118115,0.66118115,0.74998146,0.74998146,0.7070216,0.7070216,0.74004114,0.7400411,0.10836387,0.10836387,0.6026914,0.6026914,0.6473791,0.6473791,0.54426646,0.54426646,0.7730142,0.7730142,0.77124417,0.77124417,0.84260035,0.84260035,0.6947042,0.6947042,0.6551197,0.6551197,0.6295856,0.6295856,0.8113518,0.8113518,0.7586485,0.7586485,0.75612104,0.75612104,0.7314419,0.7314419,0.59508836,0.59508836,0.6617442,0.6617442,0.783702,0.783702,0.68962,0.68962,0.765295,0.765295,0.6972329,0.6972329,0.84279406,0.84279406,0.8051494,0.8051494,0.6863334,0.6863334,0.49996293,0.49996293,0.57756525,0.57756525
id_15_8_RGB_mock_frame_00_00_01.png,0.6275866,0.6275866,0.66118115,0.66118115,0.74998146,0.74998146,0.7070216,0.7070216,0.74004114,0.7400411,0.10836387,0.10836387,0.6026914,0.6026914,0.6473791,0.6473791,0.54426646,0.54426646,0.7730142,0.7730142,0.77124417,0.77124417,0.84260035,0.84260035,0.6947042,0.6947042,0.6551197,0.6551197,0.6295856,0.6295856,0.8113518,0.8113518,0.7586485,0.7586485,0.75612104,0.75612104,0.7314419,0.7314419,0.59508836,0.59508836,0.6617442,0.6617442,0.783702,0.783702,0.68962,0.68962,0.765295,0.765295,0.6972329,0.6972329,0.84279406,0.84279406,0.8051494,0.8051494,0.6863334,0.6863334,0.49996293,0.49996293,0.57756525,0.57756525
id_1_8_RGB_mock_frame_00_00_01.png,0.80683947,0.80683947,0.6579895,0.6579895,0.79995126,0.79995126,0.52747726,0.52747726,0.7809406,0.7809406,0.5769191,0.5769191,0.12467891,0.12467891,0.75980693,0.75980693,0.80812097,0.80812097,0.66999507,0.66999507,0.5948325,0.5948325,0.8951789,0.8951789,0.89808375,0.89808375,0.75793487,0.75793487,0.78043604,0.78043604,0.86829007,0.86829007,0.70721185,0.70721185,0.8093945,0.8093945,0.79412305,0.79412305,0.7857853,0.7857853,0.76450884,0.76450884,0.79903626,0.79903626,0.84409606,0.84409606,0.7234421,0.7234421,0.61587197,0.61587197,0.8195634,0.8195634,0.72407705,0.72407705,0.8138587,0.8138587,0.5389212,0.5389212,0.59412926,0.59412926
id_1_8_RGB_mock_frame_00_00_01.png,0.80683947,0.80683947,0.6579895,0.6579895,0.79995126,0.79995126,0.52747726,0.52747726,0.7809406,0.7809406,0.5769191,0.5769191,0.12467909,0.12467909,0.75980693,0.75980693,0.80812097,0.80812097,0.66999507,0.66999507,0.5948325,0.5948325,0.8951789,0.8951789,0.89808375,0.89808375,0.75793487,0.75793487,0.78043604,0.78043604,0.86829007,0.86829007,0.70721185,0.70721185,0.8093945,0.8093945,0.79412305,0.79412305,0.7857853,0.7857853,0.76450884,0.76450884,0.79903626,0.79903626,0.84409606,0.84409606,0.7234421,0.7234421,0.61587197,0.61587197,0.8195634,0.8195634,0.72407705,0.72407705,0.81385875,0.81385875,0.5389211,0.5389211,0.5941292,0.5941292
id_2_8_RGB_mock_frame_00_00_01.png,0.7161242,0.7161242,0.7556578,0.7556578,0.70306456,0.70306456,0.72168946,0.72168946,0.6409616,0.64096165,0.6354146,0.6354146,0.7952572,0.7952572,0.11547387,0.11547387,0.746537,0.746537,0.61058223,0.61058223,0.83689225,0.83689225,0.8414283,0.8414283,0.76402014,0.76402014,0.6606974,0.6606974,0.5112623,0.5112623,0.6167268,0.6167268,0.76713514,0.76713514,0.7617022,0.7617022,0.61190015,0.61190015,0.6455559,0.6455559,0.653975,0.653975,0.84296477,0.84296477,0.69539255,0.69539255,0.66485476,0.66485476,0.7835665,0.7835665,0.80409646,0.80409646,0.7504687,0.7504687,0.72993743,0.72993743,0.7230029,0.7230029,0.52095807,0.52095807
id_2_8_RGB_mock_frame_00_00_01.png,0.7161242,0.7161242,0.7556578,0.7556578,0.70306456,0.70306456,0.72168946,0.72168946,0.6409616,0.64096165,0.6354146,0.6354146,0.7952572,0.7952572,0.11547387,0.11547387,0.746537,0.746537,0.61058223,0.61058223,0.83689225,0.83689225,0.8414283,0.8414283,0.76402014,0.76402014,0.6606974,0.6606974,0.5112623,0.5112623,0.6167268,0.6167268,0.76713514,0.76713514,0.7617022,0.7617022,0.61190015,0.61190015,0.6455559,0.6455559,0.653975,0.653975,0.84296477,0.84296477,0.69539255,0.69539255,0.66485476,0.66485476,0.7835665,0.7835665,0.80409646,0.80409646,0.7504687,0.7504687,0.72993743,0.72993743,0.7230029,0.7230029,0.52095807,0.52095807
id_3_8_RGB_mock_frame_00_00_01.png,0.6975819,0.6975819,0.6148437,0.6148437,0.672575,0.672575,0.78519005,0.78519005,0.68971926,0.68971926,0.5975061,0.5975061,0.7345865,0.7345865,0.7890574,0.7890574,0.1374011,0.13740116,0.8742036,0.8742036,0.8664906,0.8664906,0.7747124,0.7747124,0.4861356,0.4861356,0.7219006,0.7219005,0.71697694,0.71697694,0.77602184,0.77602184,0.79623544,0.79623544,0.7219955,0.72199553,0.7632082,0.7632082,0.74060756,0.74060756,0.773386,0.773386,0.6262884,0.6262884,0.7541324,0.7541324,0.7608818,0.7608818,0.8428135,0.8428135,0.69497466,0.69497466,0.8442062,0.8442062,0.54989827,0.54989827,0.7490466,0.7490466,0.76334864,0.76334864
id_3_8_RGB_mock_frame_00_00_01.png,0.6975819,0.6975819,0.6148437,0.6148437,0.672575,0.672575,0.78519005,0.78519005,0.68971926,0.68971926,0.5975061,0.5975061,0.7345865,0.7345865,0.7890574,0.7890574,0.1374011,0.13740116,0.8742036,0.8742036,0.8664906,0.8664906,0.7747124,0.7747124,0.4861356,0.4861356,0.7219006,0.7219005,0.71697694,0.71697694,0.77602184,0.77602184,0.79623544,0.79623544,0.7219955,0.72199553,0.7632082,0.7632082,0.74060756,0.74060756,0.773386,0.773386,0.6262884,0.6262884,0.7541324,0.7541324,0.7608818,0.7608818,0.8428135,0.8428135,0.69497466,0.69497466,0.8442062,0.8442062,0.54989827,0.54989827,0.7490466,0.7490466,0.76334864,0.76334864
id_46_12_RGB_mock_frame_00_00_01.png,0.8238124,0.8238124,0.6711748,0.6711748,0.74936616,0.74936616,0.3873484,0.3873484,0.7101957,0.71019566,0.71575665,0.71575665,0.5268192,0.5268192,0.6327063,0.6327063,0.89588577,0.8958857,0.11539143,0.11539143,0.3863207,0.3863207,0.8537077,0.8537077,0.93227917,0.93227917,0.79588765,0.7958877,0.73510396,0.73510396,0.57815325,0.57815325,0.4499815,0.4499815,0.68421507,0.6842151,0.73078537,0.73078537,0.6676617,0.6676617,0.60541594,0.60541594,0.8643154,0.8643154,0.69669825,0.69669825,0.6639966,0.6639966,0.49017948,0.49017948,0.7778133,0.7778133,0.5179842,0.5179842,0.81099117,0.81099117,0.76981866,0.76981866,0.50142574,0.50142574
id_46_12_RGB_mock_frame_00_00_01.png,0.8238124,0.8238124,0.6711748,0.6711748,0.74936616,0.74936616,0.3873484,0.3873484,0.7101957,0.71019566,0.71575665,0.71575665,0.5268192,0.5268192,0.6327063,0.6327063,0.89588577,0.8958857,0.11539143,0.11539143,0.3863207,0.3863207,0.8537077,0.8537077,0.93227917,0.93227917,0.79588765,0.7958877,0.73510396,0.73510396,0.57815325,0.57815325,0.4499815,0.4499815,0.68421507,0.6842151,0.73078537,0.73078537,0.6676617,0.6676617,0.60541594,0.60541594,0.8643154,0.8643154,0.69669825,0.69669825,0.6639966,0.6639966,0.49017948,0.49017948,0.7778133,0.7778133,0.5179842,0.5179842,0.81099117,0.81099117,0.76981866,0.76981866,0.50142574,0.50142574
id_47_12_RGB_mock_frame_00_00_01.png,0.81798494,0.81798494,0.55392134,0.55392134,0.75835437,0.75835437,0.6035481,0.6035481,0.7301777,0.73017776,0.7120763,0.7120763,0.5648159,0.5648159,0.8028564,0.8028564,0.8802167,0.8802167,0.52860785,0.52860785,0.100491345,0.100491345,0.73432404,0.73432404,0.9074249,0.9074249,0.695483,0.69548297,0.6657324,0.6657324,0.5708351,0.5708351,0.332188,0.332188,0.6741756,0.6741756,0.7184011,0.7184011,0.67477596,0.67477596,0.5320578,0.5320578,0.67272496,0.67272496,0.71351916,0.71351916,0.6462822,0.6462822,0.46171552,0.46171552,0.5801017,0.5801017,0.54936683,0.54936683,0.8074293,0.8074293,0.602064,0.602064,0.67334473,0.67334473
id_47_12_RGB_mock_frame_00_00_01.png,0.81798494,0.81798494,0.55392134,0.55392134,0.75835437,0.75835437,0.6035481,0.6035481,0.7301777,0.73017776,0.7120763,0.7120763,0.5648159,0.5648159,0.8028564,0.8028564,0.8802167,0.8802167,0.52860785,0.52860785,0.100491345,0.100491345,0.73432404,0.73432404,0.9074249,0.9074249,0.695483,0.69548297,0.6657324,0.6657324,0.5708351,0.5708351,0.332188,0.332188,0.6741756,0.6741756,0.7184011,0.7184011,0.67477596,0.67477596,0.5320578,0.5320578,0.67272496,0.67272496,0.71351916,0.71351916,0.6462822,0.6462822,0.46171552,0.46171552,0.5801017,0.5801017,0.54936683,0.54936683,0.8074293,0.8074293,0.602064,0.602064,0.67334473,0.67334473
id_48_12_RGB_mock_frame_00_00_01.png,0.68320984,0.68320984,0.7940859,0.7940859,0.55912185,0.55912185,0.8737967,0.8737967,0.8354627,0.8354627,0.7326395,0.7326395,0.9326443,0.9326443,0.84087247,0.84087247,0.6861713,0.6861713,0.8592015,0.8592015,0.7926978,0.7926978,0.3857895,0.3857895,0.43641663,0.43641663,0.59357274,0.59357274,0.61498284,0.61498284,0.6940882,0.6940882,0.7450661,0.7450661,0.52493906,0.52493906,0.553745,0.553745,0.60477877,0.60477877,0.7230629,0.7230629,0.5207042,0.5207042,0.65282977,0.65282977,0.75418055,0.75418055,0.8519809,0.8519809,0.6711712,0.6711712,0.86429167,0.86429167,0.62672985,0.62672985,0.7625333,0.7625333,0.89088994,0.89088994
id_48_12_RGB_mock_frame_00_00_01.png,0.6832098,0.6832098,0.79408586,0.79408586,0.5591217,0.5591217,0.8737967,0.8737967,0.8354627,0.8354627,0.7326395,0.7326395,0.9326443,0.9326443,0.84087247,0.84087247,0.68617135,0.6861713,0.8592015,0.8592015,0.7926977,0.7926977,0.3857895,0.3857895,0.4364167,0.4364167,0.59357274,0.59357274,0.61498284,0.61498284,0.6940882,0.6940882,0.7450661,0.7450661,0.52493906,0.52493906,0.5537449,0.5537449,0.60477877,0.60477877,0.7230629,0.7230629,0.52070427,0.52070427,0.65282977,0.65282977,0.75418055,0.75418055,0.8519809,0.8519809,0.6711712,0.6711712,0.86429167,0.86429167,0.62672985,0.62672985,0.7625333,0.7625333,0.89088994,0.89088994
id_49_12_RGB_mock_frame_00_00_01.png,0.7450503,0.7450503,0.754662,0.754662,0.5904268,0.5904268,0.8044013,0.8044013,0.73731744,0.73731744,0.69584876,0.69584876,0.8744396,0.8744396,0.76676,0.76676,0.48487967,0.4848798,0.8705659,0.8705659,0.8925978,0.8925978,0.5653199,0.5653199,0.26041842,0.26041842,0.5565542,0.5565542,0.62513715,0.62513715,0.69468737,0.69468737,0.75945693,0.75945693,0.5364033,0.53640336,0.57611,0.57611,0.55398583,0.55398583,0.7787608,0.7787608,0.5330544,0.5330544,0.61669624,0.61669624,0.59693754,0.59693754,0.8409134,0.8409134,0.5982045,0.5982045,0.7622899,0.7622899,0.41950023,0.41950023,0.812431,0.812431,0.8796313,0.8796313
id_49_12_RGB_mock_frame_00_00_01.png,0.7450503,0.7450503,0.754662,0.754662,0.5904268,0.5904268,0.8044013,0.8044013,0.73731744,0.73731744,0.69584876,0.69584876,0.8744396,0.8744396,0.76676,0.76676,0.48487967,0.4848798,0.8705659,0.8705659,0.8925978,0.8925978,0.5653199,0.5653199,0.26041842,0.26041842,0.5565542,0.5565542,0.62513715,0.62513715,0.69468737,0.69468737,0.75945693,0.75945693,0.5364033,0.53640336,0.57611,0.57611,0.55398583,0.55398583,0.7787608,0.7787608,0.5330544,0.5330544,0.61669624,0.61669624,0.59693754,0.59693754,0.8409134,0.8409134,0.5982045,0.5982045,0.7622899,0.7622899,0.41950023,0.41950023,0.812431,0.812431,0.8796313,0.8796313
id_4_8_RGB_mock_frame_00_00_01.png,0.7057862,0.7057862,0.70207345,0.70207345,0.6006631,0.6006631,0.8006171,0.8006171,0.77400285,0.7740029,0.62150496,0.62150496,0.8010552,0.8010552,0.62945414,0.62945414,0.7191868,0.71918684,0.7863241,0.7863241,0.76501703,0.76501703,0.55806506,0.55806506,0.50242114,0.50242114,0.10507649,0.10507631,0.48805904,0.48805904,0.7188895,0.7188895,0.72750247,0.72750247,0.67516917,0.6751691,0.59169126,0.59169126,0.57448703,0.57448703,0.71370757,0.71370757,0.6851998,0.6851998,0.7206133,0.7206133,0.57967913,0.57967913,0.73766303,0.73766303,0.68679476,0.68679476,0.76046026,0.76046026,0.595955,0.595955,0.5741439,0.5741439,0.7357689,0.7357689
id_4_8_RGB_mock_frame_00_00_01.png,0.7057862,0.7057862,0.70207345,0.70207345,0.6006631,0.6006631,0.8006171,0.8006171,0.77400285,0.7740029,0.62150496,0.62150496,0.8010552,0.8010552,0.62945414,0.62945414,0.7191868,0.71918684,0.7863241,0.7863241,0.76501703,0.76501703,0.55806506,0.55806506,0.50242114,0.50242114,0.10507649,0.10507631,0.48805904,0.48805904,0.7188895,0.7188895,0.72750247,0.72750247,0.67516917,0.6751691,0.59169126,0.59169126,0.57448703,0.57448703,0.71370757,0.71370757,0.6851998,0.6851998,0.7206133,0.7206133,0.57967913,0.57967913,0.73766303,0.73766303,0.68679476,0.68679476,0.76046026,0.76046026,0.595955,0.595955,0.5741439,0.5741439,0.7357689,0.7357689
id_50_12_RGB_mock_frame_00_00_01.png,0.792346,0.792346,0.79809546,0.79809546,0.60208786,0.60208786,0.672298,0.672298,0.78797317,0.78797317,0.7282864,0.7282864,0.81304145,0.81304145,0.70465976,0.70465976,0.7629356,0.7629356,0.70264703,0.70264703,0.6081422,0.6081422,0.6076183,0.6076183,0.69644314,0.69644314,0.7152847,0.7152847,0.22091115,0.22091115,0.46192205,0.46192205,0.50581,0.50581,0.45570445,0.45570457,0.48811513,0.48811513,0.55669487,0.55669487,0.6721696,0.6721696,0.63326144,0.63326144,0.4825191,0.4825191,0.6120876,0.6120876,0.6207162,0.6207162,0.5750969,0.5750969,0.68917114,0.68917114,0.8418554,0.8418554,0.83972657,0.83972657,0.7669524,0.7669524
